2020-09-14 14:45:35 CST FATAL:  the database system is starting up
2020-09-14 16:58:27 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 16:58:27 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 16:58:27 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 16:58:27 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 16:58:27 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:01:50 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:01:50 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:01:50 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:01:50 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:05:09 CST FATAL:  database "scot" does not exist
2020-09-14 17:05:09 CST FATAL:  database "scot" does not exist
2020-09-14 17:06:10 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:06:10 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:06:10 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:06:10 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:06:10 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:06:10 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:06:13 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:06:13 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:06:13 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:06:13 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:06:13 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:06:13 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:06:13 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:06:13 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:06:13 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:06:22 CST ERROR:  role "test12" cannot be dropped because some objects depend on it
2020-09-14 17:06:22 CST DETAIL:  owner of database test12
	534 objects in database test12
2020-09-14 17:06:22 CST STATEMENT:  DROP ROLE test12;
2020-09-14 17:07:16 CST ERROR:  database "Scot" is being accessed by other users
2020-09-14 17:07:16 CST DETAIL:  There are 3 other sessions using the database.
2020-09-14 17:07:16 CST STATEMENT:  DROP DATABASE "Scot";
	
2020-09-14 17:07:25 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:07:25 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:07:25 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:19:16 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:19:16 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:19:16 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:21:40 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:21:40 CST LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2020-09-14 17:21:42 CST LOG:  received fast shutdown request
2020-09-14 17:21:42 CST LOG:  aborting any active transactions
2020-09-14 17:21:42 CST LOG:  autovacuum launcher shutting down
2020-09-14 17:21:43 CST LOG:  shutting down
2020-09-14 17:21:43 CST LOG:  database system is shut down
